id,bedrooms,gla,room_count,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,year_built,close_price,latitude,longitude,std_unit_number,std_street_number,std_street_name,std_city,std_province,std_postal_code,std_full_address,subject_address
275280,3,1247.0,9,2,1,618.0,628.0,,2007,399900.0,51.2698,-113.988,2301,2445,Kingsland Road Se,Airdrie,AB,T4A0B8,"2445 Kingsland Road Se, Unit 2301, Airdrie, AB, T4A0B8","160 Marquis Pl Se, Airdrie, AB, T4A1Y7"
64214,3,1268.0,10,3,1,625.0,642.0,,2008,535000.0,51.0695,-114.056,2,407,19 Avenue Ne,Calgary,AB,T2E1P4,"407 19 Avenue Ne, Unit 2, Calgary, AB, T2E1P4","824 9A St Ne, Calgary, AB, T2E4L6"
12789,3,1262.0,6,2,1,625.0,637.0,,2003,450000.0,51.064,-114.054,2,433,13 Avenue Ne,Calgary,AB,T2E1C3,"433 13 Avenue Ne, Unit 2, Calgary, AB, T2E1C3","824 9A St Ne, Calgary, AB, T2E4L6"
271885,2,1216.0,6,2,1,531.0,559.0,,2014,399000.0,51.2583,-113.99,903,1225,Kings Heights Way Se,Airdrie,AB,T4A0M4,"1225 Kings Heights Way Se, Unit 903, Airdrie, AB, T4A0M4","160 Marquis Pl Se, Airdrie, AB, T4A1Y7"
278429,3,1557.0,9,2,1,696.0,860.0,,1992,425000.0,51.1407,-114.107,128,388,Sandarac Drive Nw,Calgary,AB,T3K4B2,"388 Sandarac Drive Nw, Unit 128, Calgary, AB, T3K4B2","9449 Hidden Valley Dr Nw, Calgary, AB, T3A5T1"
263436,3,1443.0,3,2,1,797.0,645.0,,1999,435000.0,51.1216,-113.969,109,7707,Martha'S Haven Park Ne,Calgary,AB,T3J3Z6,"7707 Martha'S Haven Park Ne, Unit 109, Calgary, AB, T3J3Z6","120 Castlegrove Rd Ne, Calgary, AB, T3J1T5"
66868,3,1697.0,9,2,1,781.0,915.0,,2005,458000.0,51.2697,-114.017,143,100,Coopers Common Sw,Airdrie,AB,T4B3C8,"100 Coopers Common Sw, Unit 143, Airdrie, AB, T4B3C8","160 Marquis Pl Se, Airdrie, AB, T4A1Y7"
268942,3,1341.0,11,3,1,661.0,680.0,,2017,700000.0,51.037,-114.122,1,1924,25A Street Sw,Calgary,AB,T3E1Y5,"1924 25A Street Sw, Unit 1, Calgary, AB, T3E1Y5","1633 27 Ave Sw, Calgary, AB, T2T1G7"
93193,2,1587.0,9,2,1,792.0,795.0,,2010,560000.0,51.057,-114.094,401,476,14 Street Nw,Calgary,AB,T2N1Z7,"476 14 Street Nw, Unit 401, Calgary, AB, T2N1Z7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
94817,3,1104.0,8,1,1,533.0,570.0,,1980,390500.0,51.1324,-114.086,60,380,Bermuda Drive Nw,Calgary,AB,T3K1Z5,"380 Bermuda Drive Nw, Unit 60, Calgary, AB, T3K1Z5","184 Sandpiper Cir Nw, Calgary, AB, T3K3P4"
207448,3,1184.0,8,2,1,504.0,679.0,,2025,485000.0,51.167,-113.95,532,137,Red Embers Link Ne,Calgary,AB,T3N2G3,"137 Red Embers Link Ne, Unit 532, Calgary, AB, T3N2G3","1083 Cornerstone St Ne, Calgary, AB, T3N1G5"
34627,2,1240.0,7,2,1,593.0,647.0,,2008,423000.0,51.0389,-114.216,1215,211,Aspen Stone Boulevard Sw,Calgary,AB,T3H0K1,"211 Aspen Stone Boulevard Sw, Unit 1215, Calgary, AB, T3H0K1","29 Timberline Crt Sw, Calgary, AB, T3H6C8"
206279,3,1547.0,6,2,1,547.0,938.0,,2021,480000.0,51.1287,-113.926,105,116,Saddlestone Heath Ne,Calgary,AB,T3J5K8,"116 Saddlestone Heath Ne, Unit 105, Calgary, AB, T3J5K8","323 Taracove Estate Dr Ne, Calgary, AB, T3J5A1"
205800,4,1712.0,15,3,1,771.0,940.0,,2021,860000.0,51.0326,-114.2,37,7825,Spring Willow Drive Sw,Calgary,AB,T3H,"7825 Spring Willow Drive Sw, Unit 37, Calgary, AB, T3H","29 Timberline Crt Sw, Calgary, AB, T3H6C8"
205917,3,1407.0,7,2,1,924.0,483.0,,2014,490000.0,51.0387,-114.214,318,25,Aspenmont Heights Sw,Calgary,AB,T3H0E4,"25 Aspenmont Heights Sw, Unit 318, Calgary, AB, T3H0E4","29 Timberline Crt Sw, Calgary, AB, T3H6C8"
96335,2,1353.0,6,2,1,569.0,783.0,,2011,470000.0,51.0293,-114.1,203,1707,27 Avenue Sw,Calgary,AB,T2T1G9,"1707 27 Avenue Sw, Unit 203, Calgary, AB, T2T1G9","1633 27 Ave Sw, Calgary, AB, T2T1G7"
86473,3,1235.0,9,1,1,582.0,652.0,,1980,290000.0,51.1009,-113.938,32,1515,Falconridge Drive Ne,Calgary,AB,T3J1J6,"1515 Falconridge Drive Ne, Unit 32, Calgary, AB, T3J1J6","323 Taracove Estate Dr Ne, Calgary, AB, T3J5A1"
12619,3,1470.0,6,2,1,608.0,666.0,,2024,485000.0,51.1551,-113.937,109,75,Cornerstone Row Ne,Calgary,AB,T3N2K4,"75 Cornerstone Row Ne, Unit 109, Calgary, AB, T3N2K4","1083 Cornerstone St Ne, Calgary, AB, T3N1G5"
286632,2,1138.0,8,2,1,546.0,591.0,,2006,431750.0,51.142,-114.249,4,164,Rockyledge View Nw,Calgary,AB,T3G,"164 Rockyledge View Nw, Unit 4, Calgary, AB, T3G","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
64330,2,1111.0,7,2,1,540.0,571.0,,2021,395000.0,51.1674,-113.964,202,140,Redstone Walk Ne,Calgary,AB,T3N1M6,"140 Redstone Walk Ne, Unit 202, Calgary, AB, T3N1M6","1083 Cornerstone St Ne, Calgary, AB, T3N1G5"
12550,3,1202.0,9,3,1,598.0,604.0,,2018,400000.0,51.1674,-113.957,213,31,Red Embers Parade Ne,Calgary,AB,T3N1E9,"31 Red Embers Parade Ne, Unit 213, Calgary, AB, T3N1E9","1083 Cornerstone St Ne, Calgary, AB, T3N1G5"
275387,3,1360.0,9,3,1,669.0,691.0,,2008,615000.0,51.0294,-114.099,1,1623,27 Avenue Sw,Calgary,AB,T2T1G7,"1623 27 Avenue Sw, Unit 1, Calgary, AB, T2T1G7","1633 27 Ave Sw, Calgary, AB, T2T1G7"
12042,3,1279.0,7,2,1,634.0,644.0,,2023,466000.0,50.877,-113.941,3103,410,Seton Passage Se,Calgary,AB,T3M2M3,"410 Seton Passage Se, Unit 3103, Calgary, AB, T3M2M3","119 110 Auburn Meadows View Se, Calgary,, AB, T3M2M2"
258680,3,1496.0,8,2,1,620.0,620.0,,2014,630000.0,51.0505,-114.046,107,28,Mcdougall Court Ne,Calgary,AB,T2E8R3,"28 Mcdougall Court Ne, Unit 107, Calgary, AB, T2E8R3","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
258547,3,1143.0,7,1,1,578.0,564.0,,2003,385000.0,51.1233,-113.943,1509,111,Tarawood Lane Ne,Calgary,AB,T3J,"111 Tarawood Lane Ne, Unit 1509, Calgary, AB, T3J","323 Taracove Estate Dr Ne, Calgary, AB, T3J5A1"
258705,2,1113.0,6,1,1,731.0,382.0,,1929,556000.0,51.0425,-114.06,308,220,11 Avenue Se,Calgary,AB,T2G0X8,"220 11 Avenue Se, Unit 308, Calgary, AB, T2G0X8","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
260509,2,2547.0,9,2,1,1692.0,855.0,,1995,1350000.0,51.0532,-114.071,6501,400,Eau Claire Avenue Sw,Calgary,AB,T2P4X2,"400 Eau Claire Avenue Sw, Unit 6501, Calgary, AB, T2P4X2","530 3 St Se, Unit 2306, Calgary, AB, T2G2L8"
95721,2,1280.0,5,2,1,682.0,597.0,,2018,434000.0,50.8764,-113.95,56,138,Seton Passage Se,Calgary,AB,T3M3A6,"138 Seton Passage Se, Unit 56, Calgary, AB, T3M3A6","119 110 Auburn Meadows View Se, Calgary,, AB, T3M2M2"
270343,1,888.0,4,1,1,437.0,451.0,,1979,402500.0,51.0569,-114.06,104,205,5 Avenue Ne,Calgary,AB,T2E0K7,"205 5 Avenue Ne, Unit 104, Calgary, AB, T2E0K7","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
95727,2,1285.0,8,2,1,564.0,719.0,,2018,435000.0,50.8784,-113.954,408,19500,37 Street Se,Calgary,AB,T3M2W9,"19500 37 Street Se, Unit 408, Calgary, AB, T3M2W9","119 110 Auburn Meadows View Se, Calgary,, AB, T3M2M2"
273412,2,1596.0,9,2,1,790.0,805.0,,1979,630000.0,51.0299,-114.071,105,330,26 Avenue Sw,Calgary,AB,T2S2T3,"330 26 Avenue Sw, Unit 105, Calgary, AB, T2S2T3","1633 27 Ave Sw, Calgary, AB, T2T1G7"
42490,2,1423.0,6,2,1,700.0,723.0,,1999,495000.0,51.0574,-114.087,122,1110,5 Avenue Nw,Calgary,AB,T2N0R6,"1110 5 Avenue Nw, Unit 122, Calgary, AB, T2N0R6","730 2 Ave Sw, Unit 1606, Calgary, AB, T2P1R8"
95643,3,1391.0,12,2,1,520.0,869.0,,2010,430000.0,50.897,-113.96,1210,10,Auburn Bay Avenue Se,Calgary,AB,T3M0P7,"10 Auburn Bay Avenue Se, Unit 1210, Calgary, AB, T3M0P7","119 110 Auburn Meadows View Se, Calgary,, AB, T3M2M2"
206622,3,1303.0,9,1,1,644.0,659.0,,2002,408000.0,51.1326,-114.214,122,950,Arbour Lake Road Nw,Calgary,AB,T3G5B3,"950 Arbour Lake Road Nw, Unit 122, Calgary, AB, T3G5B3","218 88 Arbour Lake Rd Nw, Calgary, AB, T3G0C2"
277126,2,1277.0,8,2,1,604.0,673.0,,1980,499900.0,51.1295,-114.093,61,70,Beacham Way Nw,Calgary,AB,T3K1R8,"70 Beacham Way Nw, Unit 61, Calgary, AB, T3K1R8","184 Sandpiper Cir Nw, Calgary, AB, T3K3P4"
96453,1,1015.0,5,1,1,718.0,296.0,,2001,455000.0,51.0218,-114.112,307,3650,Marda Link Sw,Calgary,AB,T2T6K8,"3650 Marda Link Sw, Unit 307, Calgary, AB, T2T6K8","1633 27 Ave Sw, Calgary, AB, T2T1G7"
274008,2,1451.0,6,2,1,931.0,519.0,,2014,527860.0,51.0393,-114.215,227,15,Aspenmont Heights Sw,Calgary,AB,T3H0E3,"15 Aspenmont Heights Sw, Unit 227, Calgary, AB, T3H0E3","29 Timberline Crt Sw, Calgary, AB, T3H6C8"
96919,2,2080.0,10,2,1,1088.0,991.0,,1976,1493000.0,51.0249,-114.073,17,3203,Rideau Place Sw,Calgary,AB,T2S,"3203 Rideau Place Sw, Unit 17, Calgary, AB, T2S","1633 27 Ave Sw, Calgary, AB, T2T1G7"
49167,2,2004.0,7,2,1,1048.0,956.0,,1976,1249000.0,51.0242,-114.073,2,3315,Rideau Place Sw,Calgary,AB,T2S,"3315 Rideau Place Sw, Unit 2, Calgary, AB, T2S","1633 27 Ave Sw, Calgary, AB, T2T1G7"
96434,2,1010.0,7,2,1,506.0,503.0,,2015,499900.0,51.0284,-114.098,303,1611,28 Avenue Sw,Calgary,AB,T2T1J5,"1611 28 Avenue Sw, Unit 303, Calgary, AB, T2T1J5","1633 27 Ave Sw, Calgary, AB, T2T1G7"
78522,3,1484.0,11,2,1,741.0,742.0,,2012,472000.0,50.9147,-113.941,546,130,New Brighton Way Se,Calgary,AB,T2Z1H7,"130 New Brighton Way Se, Unit 546, Calgary, AB, T2Z1H7","58 Copperleaf Terr Se, Calgary, AB, T2Z0H9"
42282,2,1301.0,6,3,1,641.0,659.0,,2007,528500.0,51.0293,-114.101,13,1717,27 Avenue Sw,Calgary,AB,T2T1J6,"1717 27 Avenue Sw, Unit 13, Calgary, AB, T2T1J6","1633 27 Ave Sw, Calgary, AB, T2T1G7"
78392,3,1076.0,8,2,1,568.0,508.0,,1994,537500.0,51.0297,-114.097,1,1604,27 Avenue Sw,Calgary,AB,T2T1G6,"1604 27 Avenue Sw, Unit 1, Calgary, AB, T2T1G6","1633 27 Ave Sw, Calgary, AB, T2T1G7"
270358,4,1446.0,10,3,1,728.0,718.0,,1995,500000.0,51.139,-114.093,27,200,Sandstone Drive Nw,Calgary,AB,T3K3A5,"200 Sandstone Drive Nw, Unit 27, Calgary, AB, T3K3A5","184 Sandpiper Cir Nw, Calgary, AB, T3K3P4"
93934,2,1819.0,7,2,1,924.0,815.0,,2014,650000.0,51.0233,-114.102,104,1804,34 Avenue Sw,Calgary,AB,T2T2B8,"1804 34 Avenue Sw, Unit 104, Calgary, AB, T2T2B8","1633 27 Ave Sw, Calgary, AB, T2T1G7"
4287,3,1041.0,7,1,1,509.0,532.0,,1979,323500.0,51.0911,-113.948,5,4360,58 Street Ne,Calgary,AB,T1Y4S4,"4360 58 Street Ne, Unit 5, Calgary, AB, T1Y4S4","120 Castlegrove Rd Ne, Calgary, AB, T3J1T5"
260931,2,1353.0,9,2,1,655.0,697.0,,1979,450360.0,51.1325,-114.089,36,28,Berwick Crescent Nw,Calgary,AB,T3K1Y7,"28 Berwick Crescent Nw, Unit 36, Calgary, AB, T3K1Y7","184 Sandpiper Cir Nw, Calgary, AB, T3K3P4"
92582,2,1414.0,6,2,1,777.0,636.0,,2006,515000.0,51.1505,-114.22,,54,Royal Oak Lane Nw,Calgary,AB,T3G6B4,"54 Royal Oak Lane Nw, Calgary, AB, T3G6B4","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
289672,3,1257.0,10,2,1,733.0,524.0,,1913,875000.0,51.0699,-114.059,,218,19 Avenue Ne,Calgary,AB,T2E1P1,"218 19 Avenue Ne, Calgary, AB, T2E1P1","824 9A St Ne, Calgary, AB, T2E4L6"
273466,2,909.0,5,1,,416.0,492.0,,1971,279500.0,51.0409,-114.088,104,1123,13 Avenue Sw,Calgary,AB,T2R0L7,"1123 13 Avenue Sw, Unit 104, Calgary, AB, T2R0L7","1633 27 Ave Sw, Calgary, AB, T2T1G7"
273488,4,2004.0,13,3,1,972.0,1031.0,,2013,1200000.0,51.0323,-114.107,,2526,19A Street Sw,Calgary,AB,T2T4Z2,"2526 19A Street Sw, Calgary, AB, T2T4Z2","1633 27 Ave Sw, Calgary, AB, T2T1G7"
93838,3,1124.0,10,1,1,542.0,582.0,,2001,605000.0,51.1344,-114.243,,149,Tuscany Springs Way Nw,Calgary,AB,T3L2L5,"149 Tuscany Springs Way Nw, Calgary, AB, T3L2L5","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
273410,3,1260.0,9,2,1,620.0,640.0,,1982,860000.0,51.0275,-114.103,,1819,29 Avenue Sw,Calgary,AB,T2T1M9,"1819 29 Avenue Sw, Calgary, AB, T2T1M9","1633 27 Ave Sw, Calgary, AB, T2T1G7"
273534,6,3692.0,18,4,1,1904.0,1787.0,,2019,3700000.0,51.0211,-114.09,,3815,11 Street Sw,Calgary,AB,T2T3M5,"3815 11 Street Sw, Calgary, AB, T2T3M5","1633 27 Ave Sw, Calgary, AB, T2T1G7"
289572,2,559.0,7,1,1,558.0,,,1998,350000.0,51.0579,-114.05,104,718,5 Street Ne,Calgary,AB,T2E3W8,"718 5 Street Ne, Unit 104, Calgary, AB, T2E3W8","824 9A St Ne, Calgary, AB, T2E4L6"
96322,2,1194.0,9,2,1,596.0,598.0,,2002,463000.0,51.1345,-114.238,,72,Tuscany Springs Gardens Nw,Calgary,AB,T3L2R4,"72 Tuscany Springs Gardens Nw, Calgary, AB, T3L2R4","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
10123,3,2365.0,13,2,2,1144.0,1220.0,,2002,812000.0,51.1469,-114.234,,61,Royal Oak Cove Nw,Calgary,AB,T3G4X7,"61 Royal Oak Cove Nw, Calgary, AB, T3G4X7","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
269725,2,920.0,5,1,1,920.0,,,1980,299500.0,51.0395,-114.089,602,1140,15 Avenue Sw,Calgary,AB,T2R1K6,"1140 15 Avenue Sw, Unit 602, Calgary, AB, T2R1K6","1633 27 Ave Sw, Calgary, AB, T2T1G7"
270604,5,2115.0,17,3,1,1084.0,1030.0,,1912,1750000.0,51.0242,-114.08,,3415,6 Street Sw,Calgary,AB,T2S2M5,"3415 6 Street Sw, Calgary, AB, T2S2M5","1633 27 Ave Sw, Calgary, AB, T2T1G7"
68328,4,2051.0,13,3,1,979.0,1071.0,,2006,920000.0,51.152,-114.226,,154,Royal Oak Green Nw,Calgary,AB,T3G6A7,"154 Royal Oak Green Nw, Calgary, AB, T3G6A7","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
68306,5,2041.0,14,3,1,885.0,1155.0,,2003,750000.0,51.1417,-114.23,,49,Royal Elm Mews Nw,Calgary,AB,T3G5P6,"49 Royal Elm Mews Nw, Calgary, AB, T3G5P6","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
273995,2,856.0,5,1,,400.0,455.0,,1979,376100.0,51.0318,-114.074,19,616,24 Avenue Sw,Calgary,AB,T2S0K6,"616 24 Avenue Sw, Unit 19, Calgary, AB, T2S0K6","1633 27 Ave Sw, Calgary, AB, T2T1G7"
91544,6,2236.0,14,3,1,1169.0,1067.0,,1998,850000.0,51.1469,-114.235,,191,Rocky Ridge Landing Nw,Calgary,AB,T3G4J7,"191 Rocky Ridge Landing Nw, Calgary, AB, T3G4J7","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
207328,3,1725.0,10,2,1,719.0,1006.0,,2007,670000.0,50.9764,-113.69,,59,Brander Avenue Nw,Langdon,AB,T0J1X2,"59 Brander Avenue Nw, Langdon, AB, T0J1X2","12 Mcdougall St Nw, Langdon, AB, T0J1X2"
95629,4,1255.0,9,2,1,618.0,367.0,,2004,447500.0,51.149,-114.218,,68,Royal Birch Villas Nw,Calgary,AB,T3G5V2,"68 Royal Birch Villas Nw, Calgary, AB, T3G5V2","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
272053,5,2235.0,14,3,1,1166.0,1068.0,,2019,1550000.0,51.0264,-114.126,,3207,26A Street Sw,Calgary,AB,T3E2E4,"3207 26A Street Sw, Calgary, AB, T3E2E4","1633 27 Ave Sw, Calgary, AB, T2T1G7"
260508,4,2129.0,8,2,1,920.0,1208.0,,2024,677500.0,50.9778,-113.698,,363,Northern Lights Green,Rural Rocky View County,AB,T0J1X2,"363 Northern Lights Green, Rural Rocky View County, AB, T0J1X2","12 Mcdougall St Nw, Langdon, AB, T0J1X2"
272023,4,4486.0,19,4,1,2442.0,2043.0,,2014,4400000.0,51.0157,-114.083,,4248,Britannia Drive Sw,Calgary,AB,T2S1J3,"4248 Britannia Drive Sw, Calgary, AB, T2S1J3","1633 27 Ave Sw, Calgary, AB, T2T1G7"
9896,3,1720.0,13,2,1,749.0,973.0,,1996,660000.0,51.1253,-114.216,,66,Scotia Point Nw,Calgary,AB,T3L2C5,"66 Scotia Point Nw, Calgary, AB, T3L2C5","218 88 Arbour Lake Rd Nw, Calgary, AB, T3G0C2"
91643,5,2454.0,15,3,1,1240.0,1213.0,,1948,862500.0,51.0412,-114.118,,1405,24 Street Sw,Calgary,AB,T3C1H9,"1405 24 Street Sw, Calgary, AB, T3C1H9","1633 27 Ave Sw, Calgary, AB, T2T1G7"
290545,3,1518.0,8,3,1,748.0,769.0,,2010,885000.0,51.0594,-114.041,,1001,8 Avenue Ne,Calgary,AB,T2E0S4,"1001 8 Avenue Ne, Calgary, AB, T2E0S4","824 9A St Ne, Calgary, AB, T2E4L6"
93858,3,1399.0,8,2,1,695.0,703.0,,2010,639400.0,51.1449,-114.214,,64,Royal Birch Park Nw,Calgary,AB,T3G0B9,"64 Royal Birch Park Nw, Calgary, AB, T3G0B9","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
98035,3,1351.0,9,2,1,685.0,666.0,,2002,660000.0,51.1348,-114.244,,75,Tuscany Springs Rise Nw,Calgary,AB,T3L2S3,"75 Tuscany Springs Rise Nw, Calgary, AB, T3L2S3","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
272730,4,2014.0,13,3,1,966.0,1048.0,,2019,998500.0,51.0293,-114.124,,2820,26 Street Sw,Calgary,AB,T3E2B1,"2820 26 Street Sw, Calgary, AB, T3E2B1","1633 27 Ave Sw, Calgary, AB, T2T1G7"
55446,5,2899.0,16,3,1,1317.0,1582.0,,2015,1310000.0,51.1382,-114.251,,303,Tusslewood Terrace Nw,Calgary,AB,T3L2W5,"303 Tusslewood Terrace Nw, Calgary, AB, T3L2W5","2 Rockcliff Hts Nw, Calgary, AB, T3G0C7"
